x(V),y(V)
0.014012,0.894391
0.026873,0.784287
0.039480,0.674693
0.053105,0.602351
0.065330,0.503901
0.078319,0.457669
0.091053,0.416085
0.104296,0.386920
0.117030,0.352659
0.130019,0.318145
0.143135,0.285795
0.155742,0.261851
0.168730,0.241982
0.180955,0.226954
0.193944,0.217911
0.206932,0.218357
0.220176,0.231603
0.232910,0.261915
0.245771,0.297003
0.258760,0.343680
0.271494,0.397236
0.284610,0.469450
0.296834,0.523005
0.310460,0.592226
0.322812,0.640623
0.335418,0.686983
0.348280,0.766775
0.360886,0.845038
0.374003,0.951703
0.386864,1.041748
0.399980,1.157774
0.412587,1.280550
0.425830,1.409313
0.438819,1.546035
0.451680,1.670276
0.464541,1.807762
0.477275,1.919522
0.489373,2.022048
0.502871,2.099165
0.515859,2.180103
0.528466,2.238689
0.541582,2.315170
0.554189,2.380825
0.567177,2.481631
0.580166,2.525698
0.592773,2.599186
0.606144,2.605936
0.618623,2.605936
0.631739,2.605936
0.644346,2.605936
0.656698,2.605936
0.669814,2.605936
0.682675,2.605936
0.695282,2.605936
0.708652,2.605936
0.721768,2.605936
0.734120,2.605936
0.746982,2.605936
0.759970,2.599313
0.772959,2.578171
0.785311,2.476027
0.798300,2.376622
0.810652,2.263079
0.824022,2.138329
0.836756,1.990908
0.849490,1.867304
0.862224,1.756882
0.875595,1.623025
0.888457,1.494772
0.900554,1.373333
0.913925,1.274119
0.926659,1.169937
0.939393,1.060088
0.952763,0.951067
0.965625,0.856373
0.977467,0.733597
0.990329,0.608974
1.003190,0.521732
1.016051,0.453339
1.029167,0.373929
1.041901,0.317635
1.054763,0.276816
1.067369,0.243001
1.080231,0.222687
1.093474,0.218421
1.105826,0.226253
1.118942,0.251407
1.131421,0.282611
1.143773,0.318081
1.157399,0.361002
1.170387,0.418314
1.183249,0.511288
1.196238,0.596111
1.209481,0.719969
1.222215,0.835677
1.234312,0.993351
1.247428,1.114344
1.260799,1.237311
1.273660,1.394411
1.286522,1.521327
1.299128,1.648561
1.311608,1.784837
1.324214,1.913027
1.337330,2.020137
1.350064,2.126675
1.363180,2.239836
1.376424,2.381780
1.388266,2.463291
1.401637,2.574541
1.414753,2.605617
1.427360,2.605936
1.440476,2.605936
1.453337,2.605936
1.465689,2.605936
1.478933,2.605936
1.491412,2.605936
1.504146,2.605936
1.517135,2.605936
1.530633,2.605936
1.543621,2.599504
1.555846,2.541364
1.568707,2.462527
1.582078,2.369490
1.594303,2.208377
1.607546,2.103814
1.620407,1.953591
1.632250,1.838011
1.645366,1.672568
1.658355,1.563547
1.670707,1.429563
1.683950,1.293032
1.696811,1.175031
1.709036,1.047670
1.722279,0.890124
1.735268,0.773398
1.748130,0.659919
1.761246,0.557074
1.773598,0.471169
1.786714,0.394179
1.798938,0.333237
1.811800,0.281337
1.824661,0.242619
1.837650,0.226190
1.850893,0.220968
1.863754,0.237143
1.876106,0.272103
1.888713,0.310376
1.902211,0.368516
1.915454,0.442003
1.927806,0.536251
1.940540,0.622474
1.953529,0.769195
1.966518,0.890124
1.979124,1.028821
1.991604,1.152297
2.004720,1.328757
2.017709,1.488022
2.030443,1.638181
2.043304,1.795599
2.056420,1.930093
2.069536,2.064905
2.081888,2.228437
2.095131,2.342871
2.108120,2.436545
2.120472,2.522833
2.133461,2.597466
2.146195,2.605936
2.159183,2.605936
2.172045,2.605936
2.184906,2.605936
2.197895,2.605936
2.210247,2.605936
2.223235,2.605936
2.236224,2.605936
2.249340,2.587341
2.261947,2.514172
2.274808,2.381971
2.286778,2.289061
2.299767,2.145843
2.313010,1.968556
2.325108,1.806425
2.338478,1.690845
2.351467,1.567495
2.363692,1.378619
2.376426,1.207254
2.389414,1.030222
2.402403,0.880190
2.414882,0.743913
2.427998,0.630944
2.440860,0.544147
2.453466,0.425765
2.466200,0.361702
2.478807,0.290443
2.491668,0.247204
2.504784,0.212944
2.517900,0.216192
2.530507,0.244211
2.543368,0.282993
2.556485,0.336994
2.569219,0.413474
2.582080,0.512180
2.595069,0.635975
2.607421,0.764164
2.620282,0.934573
2.633016,1.099570
2.646387,1.286218
2.659121,1.413070
2.671855,1.610098
2.684716,1.740707
2.697450,1.917102
2.710311,2.068789
2.723300,2.231812
2.736161,2.376494
2.749150,2.491438
2.762139,2.585940
2.774491,2.605936
2.787607,2.605936
2.800977,2.605936
2.813329,2.605936
2.825809,2.605936
2.839307,2.605936
2.851659,2.605936
2.864266,2.582119
2.877764,2.509905
2.890752,2.370126
2.903104,2.227163
2.916348,2.042426
2.928700,1.886344
2.940924,1.684668
2.953658,1.474649
2.966392,1.296662
2.979254,1.120139
2.992879,0.920882
3.005358,0.757350
3.017838,0.613495
3.030699,0.476136
3.043560,0.373419
3.056422,0.286241
3.069283,0.240390
3.081890,0.228418
3.095006,0.267391
3.107740,0.396918
3.120219,0.852935
3.133462,0.671700
3.146197,0.495623
3.159313,0.273313
3.171665,0.382271
3.184399,0.345782
3.197387,0.638076
3.210631,0.778938
3.223492,0.984435
3.236481,1.382694
3.249469,1.575710
3.261567,1.823683
3.274683,2.160808
3.287289,2.360383
3.300023,2.484943
3.313394,2.605745
3.326128,2.605936
3.338862,2.605936
3.351596,2.602879
3.365094,2.584030
3.376937,2.429222
3.390053,2.172398
3.402787,1.974478
3.415393,1.768981
3.428255,1.452998
3.440989,1.234446
3.454105,0.986728
3.466712,0.721816
3.479573,0.513835
3.492689,0.390486
3.504786,0.265863
3.517775,0.231857
3.531018,0.233449
3.543752,0.317635
3.556486,0.462700
3.569602,0.635402
3.581954,0.848222
3.594816,1.081230
3.607295,1.363080
3.620411,1.646523
3.633272,1.894814
3.646006,2.123810
3.658868,2.365796
3.671729,2.507613
3.684336,2.604153
3.697706,2.605936
3.710313,2.605936
3.723429,2.605936
3.736545,2.578553
3.748770,2.484943
3.761631,2.293773
3.774620,2.073948
3.787227,1.819352
3.800088,1.547372
3.813204,1.284499
3.825429,1.016339
3.838545,0.776518
3.851024,0.571848
3.863631,0.396726
3.876747,0.287259
3.889735,0.224852
3.902469,0.223833
3.915076,0.279363
3.927937,0.396790
3.940671,0.590443
3.953405,0.792948
3.966521,1.034425
3.979765,1.273482
3.992244,1.549665
4.004978,1.835591
4.018094,2.060129
4.030701,2.306955
4.043817,2.477237
4.056933,2.587341
4.069667,2.605936
4.082146,2.605936
4.095135,2.605936
4.107869,2.595620
4.120730,2.516464
4.133974,2.327460
4.146198,2.129732
4.159314,1.883033
4.171666,1.623089
4.184910,1.304876
4.197389,1.067347
4.210123,0.852425
4.222730,0.637376
4.235082,0.455058
4.247943,0.318399
4.260804,0.245358
4.273793,0.228036
4.286527,0.268155
4.299516,0.363740
4.312122,0.519503
4.325111,0.715066
4.337718,0.946800
4.350834,1.209101
4.363695,1.482927
4.376811,1.713451
4.389545,1.928628
4.401897,2.192394
4.414631,2.400948
4.427875,2.580400
4.440609,2.605108
4.453725,2.605936
4.466204,2.605936
4.479320,2.605936
4.492054,2.579063
4.504406,2.402603
4.517649,2.221114
4.530129,1.994856
4.543117,1.774776
4.555597,1.498466
4.568076,1.179744
4.580683,0.946545
4.594181,0.717741
4.606533,0.547841
4.619521,0.369025
4.632128,0.278663
4.644990,0.225744
4.657469,0.235933
4.670458,0.309611
4.683828,0.412265
4.696435,0.581146
4.709424,0.803073
4.722158,1.086579
4.734637,1.320223
4.747116,1.583416
4.760487,1.813366
4.772712,2.069426
4.785828,2.285240
4.799326,2.490801
4.811296,2.598167
4.824539,2.605936
4.837655,2.605936
4.850007,2.605936
4.863250,2.605936
4.876239,2.539326
4.888336,2.352359
4.900816,2.150810
4.913550,1.908824
4.926411,1.645504
4.939400,1.382057
4.952134,1.142300
4.964740,0.909483
4.977220,0.698955
4.990081,0.499061
5.003579,0.371254
5.014403,0.280064
