x(V),y(V)
5.015422,0.429140
5.003961,0.435954
4.990081,0.439074
4.977347,0.437036
4.964358,0.435253
4.951497,0.438756
4.939145,0.435572
4.925647,0.435635
4.912276,0.435508
4.899924,0.433088
4.887318,0.433088
4.874838,0.434553
4.861977,0.433279
4.848988,0.426083
4.836127,0.423218
4.823011,0.426465
4.810659,0.427102
4.797543,0.424746
4.784427,0.428885
4.771566,0.424300
4.758959,0.429840
4.746098,0.424237
4.732727,0.429840
4.720502,0.427102
4.707768,0.425701
4.694525,0.432451
4.681918,0.435635
4.668675,0.436527
4.655813,0.438055
4.643334,0.436654
4.630345,0.438501
4.617102,0.437482
4.604368,0.437800
4.591761,0.440602
4.578263,0.437227
4.565784,0.443404
4.553687,0.438883
4.540189,0.441112
4.527582,0.429904
4.514721,0.430159
4.501350,0.431560
4.488616,0.430414
4.475627,0.433215
4.463275,0.432515
4.450796,0.435190
4.437298,0.432897
4.424946,0.438119
4.411702,0.434808
4.398586,0.441494
4.386107,0.436336
4.373118,0.446779
4.360257,0.447798
4.347396,0.451938
4.334662,0.449136
4.320909,0.452956
4.308430,0.448754
4.296205,0.453848
4.282452,0.451810
4.269846,0.451747
4.257239,0.449836
4.243868,0.454039
4.231389,0.453530
4.218782,0.452702
4.206176,0.444614
4.192677,0.446206
4.180071,0.441112
4.167082,0.449645
4.154603,0.444423
4.141869,0.449454
4.128880,0.446143
4.115764,0.449072
4.102775,0.449454
4.089532,0.449518
4.076925,0.452065
4.064701,0.451810
4.051712,0.457669
4.038723,0.461426
4.025735,0.465056
4.012873,0.464292
4.000267,0.462827
3.987405,0.463400
3.974417,0.465438
3.961683,0.464546
3.948439,0.466712
3.935960,0.466457
3.922589,0.467157
3.910237,0.469896
3.897630,0.467412
3.884514,0.461872
3.872035,0.456141
3.858410,0.464865
3.845803,0.461044
3.832560,0.464992
3.819826,0.464801
3.807219,0.463591
3.794230,0.467730
3.781369,0.464483
3.768126,0.470405
3.755137,0.464737
3.742785,0.471105
3.729924,0.472315
3.717062,0.482250
3.703946,0.479639
3.690830,0.481676
3.678478,0.482695
3.665107,0.481676
3.653137,0.485243
3.639894,0.484733
3.626778,0.487344
3.614171,0.484733
3.601565,0.488045
3.588321,0.485561
3.576351,0.490910
3.563108,0.477537
3.549737,0.485816
3.537895,0.484096
3.524142,0.479893
3.511663,0.485943
3.498801,0.480530
3.486067,0.487726
3.472951,0.483969
3.459326,0.489700
3.447229,0.485434
3.434367,0.490210
3.420996,0.489254
3.408262,0.497788
3.395783,0.501035
3.382412,0.504092
3.369424,0.503264
3.357326,0.505684
3.343446,0.506703
3.331476,0.507531
3.318615,0.511606
3.305499,0.508104
3.292765,0.512562
3.279012,0.507658
3.267170,0.513135
3.254181,0.512116
3.241192,0.504729
3.228458,0.510842
3.215470,0.502118
3.202990,0.514854
3.190129,0.505302
3.177013,0.519949
3.163897,0.507722
3.151290,0.517147
3.138174,0.514345
3.125949,0.515109
3.112451,0.521541
3.099463,0.517656
3.086983,0.528354
3.074249,0.532494
3.061515,0.529246
3.048145,0.538034
3.035029,0.529946
3.022549,0.542619
3.009688,0.532557
2.997081,0.546758
2.984347,0.538862
2.971104,0.545421
2.957478,0.540454
2.945381,0.545421
2.932520,0.549242
2.920423,0.536824
2.907179,0.547395
2.894572,0.535869
2.881074,0.551407
2.868086,0.539435
2.855479,0.554400
2.843127,0.544338
2.830138,0.554018
2.816768,0.550452
2.804161,0.555291
2.791045,0.558603
2.778820,0.555801
2.765704,0.567773
2.753098,0.567582
2.739345,0.572549
2.727248,0.575287
2.714132,0.571466
2.701525,0.582992
2.688409,0.570511
2.676184,0.588023
2.662686,0.579363
2.649443,0.592672
2.637473,0.585794
2.624229,0.590061
2.611113,0.589169
2.598379,0.582292
2.585518,0.586877
2.572402,0.585349
2.559668,0.592035
2.546679,0.592608
2.534327,0.596302
2.521084,0.597766
2.508223,0.598976
2.495234,0.598594
2.482627,0.608719
2.469766,0.602288
2.456650,0.612031
2.443916,0.614132
2.431437,0.624576
2.417938,0.623875
2.405459,0.627887
2.393234,0.631135
2.380118,0.631008
2.366620,0.637503
2.354141,0.633619
2.341280,0.643744
2.328291,0.641260
2.315302,0.645081
2.302059,0.651194
2.289580,0.649411
2.276846,0.651385
2.263984,0.645017
2.251760,0.656034
2.238644,0.652022
2.225782,0.660237
2.212539,0.663357
2.199805,0.663294
2.187198,0.670744
2.174464,0.667942
2.161221,0.680105
