x(V),y(V)
5.006253,0.233831
4.993647,0.232558
4.980785,0.233895
4.968179,0.234341
4.954935,0.234086
4.943093,0.235487
4.930104,0.234277
4.916988,0.231348
4.904509,0.231666
4.891393,0.232303
4.879423,0.233768
4.867071,0.224470
4.853955,0.224343
4.841475,0.222815
4.828869,0.225999
4.815753,0.224980
4.802891,0.224470
4.790285,0.222433
4.777296,0.225999
4.765326,0.223324
4.751701,0.226444
4.738966,0.223833
4.726615,0.223833
4.714390,0.227718
4.701529,0.233959
4.688412,0.235232
4.675806,0.233704
4.662944,0.234022
4.650210,0.234659
4.636967,0.234596
4.625252,0.235614
4.612518,0.235232
4.599529,0.234978
4.586795,0.234659
4.573934,0.234850
4.561454,0.236888
4.548975,0.228036
4.536368,0.226317
4.523634,0.226126
4.511282,0.227845
4.498548,0.226317
4.485050,0.228164
4.472953,0.226890
4.459964,0.227463
4.447230,0.226572
4.434369,0.228928
4.421762,0.227718
4.408901,0.227591
4.396040,0.230074
4.383560,0.237971
4.370954,0.238798
4.357838,0.238162
4.345613,0.239563
4.332624,0.240773
4.319763,0.238098
4.307538,0.239817
4.294550,0.239754
4.281434,0.238671
4.268954,0.238671
4.256348,0.237843
4.243996,0.240836
4.230879,0.231603
4.218910,0.230584
4.205539,0.229628
4.192932,0.232303
4.180071,0.231093
4.167846,0.230265
4.155112,0.231475
4.142378,0.230902
4.129644,0.231857
4.116783,0.232685
4.103667,0.231921
4.091187,0.230202
4.078453,0.234468
4.065847,0.240645
4.053367,0.242046
4.040633,0.242046
4.028027,0.240836
4.014911,0.241473
4.002559,0.241537
3.989188,0.242874
3.976709,0.243192
3.964739,0.242619
3.951877,0.242874
3.938761,0.243192
3.926282,0.246122
3.913166,0.235933
3.900432,0.234914
3.888335,0.233704
3.874964,0.235933
3.862867,0.235614
3.849623,0.236379
3.837144,0.235614
3.824410,0.235678
3.812058,0.235996
3.799197,0.236888
3.786463,0.237525
3.773219,0.235105
3.760612,0.238480
3.748133,0.245803
3.735399,0.247204
3.722538,0.245421
3.709931,0.247013
3.697197,0.245485
3.684081,0.247777
3.671729,0.247268
3.659122,0.248032
3.646516,0.246631
3.633527,0.248351
3.620920,0.249242
3.608314,0.249497
