x(V),y(V)
5.010201,0.362212
4.997212,0.362594
4.984606,0.365268
4.971490,0.365014
4.959265,0.366542
4.946149,0.366414
4.933033,0.366032
4.920426,0.365969
4.907183,0.365014
4.894831,0.365841
4.881969,0.364759
4.869490,0.366223
4.856629,0.360237
4.843640,0.357563
4.830651,0.357690
4.817663,0.360237
4.805056,0.358900
4.792704,0.361129
4.779333,0.359855
4.766599,0.360492
4.753738,0.361447
4.740749,0.362084
4.727506,0.363294
4.716045,0.362084
4.702165,0.367051
4.689559,0.372719
4.676570,0.374056
4.663454,0.375266
4.650974,0.377113
4.638495,0.376667
4.625634,0.375457
4.612390,0.375330
4.600166,0.378896
4.586795,0.376349
4.573806,0.378259
4.561200,0.377750
4.548593,0.379469
4.535477,0.372018
4.522870,0.370299
4.510009,0.369089
4.497148,0.370999
4.484541,0.370745
4.472062,0.374247
4.458564,0.373483
4.445575,0.373165
4.433096,0.373674
4.419598,0.373929
4.407246,0.375776
4.394639,0.374948
4.381650,0.378769
4.368916,0.385710
4.355545,0.386920
4.342684,0.387811
4.330332,0.388448
4.317216,0.388193
4.304864,0.389722
4.291493,0.389849
4.278505,0.391887
4.266407,0.390040
4.252782,0.392333
4.240175,0.391059
4.227696,0.393988
4.215599,0.385009
4.201846,0.385391
4.189749,0.384118
4.176378,0.385009
4.163771,0.385455
4.151292,0.388575
4.138049,0.386729
4.125187,0.387875
4.112453,0.388766
4.099592,0.388193
4.086476,0.391059
4.073996,0.389212
4.060753,0.393224
4.048146,0.400802
4.035030,0.401439
4.022551,0.403286
4.009690,0.403413
3.996319,0.402267
3.983967,0.404941
3.970978,0.404878
3.957990,0.407807
3.945638,0.404878
3.932649,0.407361
3.919915,0.405451
3.906926,0.407871
3.894065,0.398573
3.881331,0.399911
3.868597,0.396790
3.855608,0.400675
3.842492,0.399274
3.830268,0.402840
3.817279,0.400484
3.804163,0.401503
3.791047,0.402394
3.778567,0.403668
3.765706,0.404750
3.752717,0.404304
3.740365,0.407106
3.727122,0.415958
3.714261,0.416276
3.701527,0.419015
3.688920,0.417041
3.675549,0.418059
3.662688,0.419652
3.650081,0.419078
3.637347,0.423218
3.624359,0.420034
3.611625,0.423409
3.598254,0.425383
3.585775,0.423918
3.573932,0.415640
3.561071,0.415067
3.547700,0.415831
3.534966,0.416913
3.521722,0.416595
3.508988,0.419843
3.496382,0.419715
3.483902,0.418442
3.470914,0.420034
3.458052,0.421435
3.444936,0.423854
3.432075,0.424364
3.419214,0.428185
3.406225,0.434808
3.393873,0.439265
3.380884,0.438692
3.368405,0.441303
3.355034,0.441494
3.342555,0.441112
3.329694,0.441749
3.317087,0.444678
3.303844,0.440921
3.291110,0.445697
3.278121,0.445824
3.265642,0.447544
3.252653,0.441176
3.240556,0.439966
3.227057,0.441494
3.214196,0.443022
3.201207,0.443213
3.188473,0.445378
3.175739,0.446206
3.163005,0.446525
3.150017,0.449008
3.137155,0.449008
3.124421,0.452129
3.111305,0.452192
3.098189,0.457032
3.086092,0.463400
3.073103,0.466075
3.059733,0.466839
3.047508,0.468304
3.034519,0.467858
3.021785,0.471233
3.008669,0.471997
2.995935,0.473589
2.983074,0.473525
2.969958,0.474863
2.957606,0.476646
2.944108,0.479320
2.931756,0.471424
2.919404,0.471424
2.906542,0.472379
2.893426,0.474990
2.880820,0.476327
2.867958,0.478492
2.854970,0.479129
2.842490,0.479957
2.829756,0.484351
2.816386,0.483205
2.803779,0.487853
2.790918,0.486007
2.778056,0.491865
2.765068,0.499571
2.752334,0.501863
2.739982,0.502882
2.727248,0.504347
2.714004,0.504793
2.701016,0.507977
2.688282,0.509314
2.675675,0.511543
2.662686,0.511415
2.649825,0.514026
2.637091,0.515045
2.624102,0.518548
2.611113,0.510651
2.598761,0.511288
2.585773,0.511479
2.572657,0.515109
2.560432,0.516191
2.547061,0.518484
2.534327,0.519503
2.521593,0.520967
2.509241,0.523069
2.495743,0.528545
2.483137,0.529119
2.469766,0.528736
2.457287,0.533704
2.444425,0.542109
2.432073,0.545039
2.418957,0.547459
2.406096,0.546440
2.393489,0.549433
2.380373,0.552044
2.367257,0.553890
2.354650,0.557074
2.341916,0.557711
2.328800,0.560195
2.315939,0.563124
2.303205,0.565417
2.290853,0.559176
2.277992,0.559749
2.265385,0.561405
2.252524,0.564907
2.239790,0.567900
2.226674,0.570002
2.214067,0.573695
2.200951,0.573759
2.188344,0.578981
2.175228,0.580063
2.162367,0.584075
2.149760,0.584839
2.136772,0.592544
2.123401,0.600823
2.111176,0.604835
2.098315,0.606554
2.085326,0.609165
2.072719,0.611585
2.059858,0.613814
2.046742,0.618271
2.034263,0.621647
2.021147,0.621710
2.008413,0.626677
1.995424,0.629989
1.982563,0.632663
1.969574,0.628078
1.957095,0.628651
1.944997,0.631517
1.932009,0.636357
1.918638,0.639541
1.906413,0.643362
1.893170,0.646036
1.879927,0.648966
1.867702,0.653041
1.854586,0.655270
1.842107,0.659791
1.828991,0.661320
1.815874,0.668579
1.802886,0.677431
1.790661,0.682971
1.777800,0.685709
1.764811,0.687747
1.752204,0.691823
1.738961,0.696280
1.726227,0.698254
1.713493,0.704622
1.700886,0.706660
1.687770,0.710226
1.674909,0.714620
1.661666,0.720861
1.649314,0.714811
1.636325,0.718887
1.623464,0.722453
1.611494,0.726847
1.598378,0.732642
1.585516,0.736972
1.572018,0.741430
1.559666,0.746015
1.547060,0.751682
1.534326,0.757668
1.521464,0.761744
1.508475,0.766584
1.495614,0.775117
1.482625,0.786006
1.469382,0.791865
1.457030,0.797978
1.444169,0.803264
1.431307,0.808231
1.418446,0.814217
1.405457,0.820075
1.392978,0.827017
1.379862,0.831729
1.367383,0.836569
1.354139,0.844338
1.341405,0.851725
1.328671,0.846821
1.315683,0.853508
1.303203,0.857711
1.290597,0.866626
1.277863,0.872230
1.265001,0.878471
1.252395,0.883820
1.239151,0.890443
1.226162,0.897065
1.213810,0.904962
1.200949,0.910757
1.187960,0.919608
1.175099,0.928078
1.161856,0.942852
1.148994,0.949920
1.136388,0.958135
1.123781,0.965777
1.110665,0.973610
1.098186,0.981442
1.084942,0.991886
1.072081,0.998445
1.059092,1.008061
1.046740,1.016785
1.033752,1.028439
1.020763,1.038819
1.008411,1.039201
0.995422,1.046651
0.982561,1.056840
0.969954,1.069513
0.956838,1.079574
0.944613,1.090718
0.931625,1.102436
0.919018,1.112306
0.905902,1.125042
0.893041,1.137141
0.880434,1.149941
0.867445,1.160512
0.854584,1.177961
0.841723,1.196301
0.828479,1.212603
0.815491,1.226294
0.803521,1.235910
0.790532,1.249729
0.777034,1.263229
0.764682,1.278194
0.751948,1.292586
0.739214,1.305577
0.725716,1.319141
0.713619,1.333787
0.700375,1.348943
0.687641,1.354229
0.674525,1.367793
0.661918,1.382694
0.649312,1.399378
0.636196,1.415171
0.623844,1.430455
0.611237,1.445929
0.598121,1.461785
0.585005,1.479998
0.572144,1.497829
0.559537,1.514704
0.546803,1.532471
0.534069,1.554059
0.521080,1.578385
0.507964,1.597616
0.494976,1.616084
0.482878,1.633341
0.469890,1.652318
0.457156,1.672505
0.444040,1.691800
0.431560,1.711286
0.418190,1.729435
0.405583,1.749622
0.392849,1.768726
0.379987,1.791269
0.366999,1.799611
0.354392,1.819862
0.341021,1.839539
0.328542,1.863037
0.316190,1.883542
0.303456,1.905066
0.290467,1.924171
0.277606,1.946204
0.264745,1.967919
0.252011,1.991226
0.239277,2.010203
0.226288,2.032746
0.213554,2.061148
0.200565,2.092415
0.187449,2.114385
0.174588,2.137883
0.161727,2.160490
0.149247,2.184752
0.136641,2.208951
0.123270,2.234678
0.110663,2.260086
0.097802,2.283775
0.084558,2.308929
0.072334,2.333255
0.059600,2.361466
0.046484,2.378341
0.033622,2.403049
0.020506,2.429795
0.008409,2.457942
