x(V),y(V)
0.012739,0.115131
0.025473,0.113220
0.039098,0.115958
0.051195,0.124173
0.064057,0.123600
0.077173,0.124683
0.090161,0.123473
0.103023,0.121180
0.116011,0.122390
0.129255,0.120671
0.142116,0.123027
0.154596,0.121244
0.167330,0.122135
0.180318,0.122454
0.193689,0.121690
0.206041,0.118569
0.219539,0.113539
0.232782,0.112583
0.244625,0.113029
0.257996,0.111947
0.270475,0.113984
0.283591,0.113475
0.296834,0.113348
0.309186,0.111437
0.322302,0.112392
0.334400,0.113793
0.347516,0.113475
0.361014,0.112902
0.373493,0.120926
0.386737,0.122072
0.399853,0.123409
0.412205,0.123409
0.425830,0.121435
0.438691,0.122518
0.451298,0.121499
0.464414,0.123091
0.477403,0.122263
0.489373,0.121499
0.502871,0.122135
0.515859,0.120735
0.528721,0.118888
0.542091,0.114048
0.554189,0.113093
0.567941,0.112711
0.580421,0.111819
0.593027,0.114112
0.606144,0.113984
0.619260,0.112902
0.631739,0.111819
0.644728,0.111628
0.657334,0.113793
0.669304,0.113921
0.683439,0.113539
0.696173,0.120671
0.709034,0.121753
0.722278,0.121881
0.734502,0.123728
0.747746,0.121053
0.760352,0.122008
0.773468,0.121817
0.786839,0.122135
0.798936,0.123345
0.812307,0.122327
0.825041,0.122581
0.838030,0.120862
0.850382,0.118569
0.863625,0.114239
0.876741,0.113793
0.889730,0.112647
0.902464,0.112456
0.915707,0.112711
0.928314,0.114430
0.940921,0.112711
0.954546,0.113411
0.967280,0.111564
0.978995,0.114048
0.992239,0.113348
1.004973,0.113984
1.018089,0.121180
1.031205,0.121881
1.044193,0.121499
1.056545,0.123536
1.069789,0.122263
1.082395,0.122327
1.095129,0.121626
1.108628,0.123154
1.120980,0.123791
1.134096,0.122008
1.146702,0.123027
1.159564,0.120926
1.172680,0.118888
1.185668,0.113984
1.198784,0.112965
1.211900,0.113029
1.224762,0.111883
1.236986,0.113539
1.250357,0.113984
1.263346,0.112838
1.276716,0.113921
1.289196,0.111692
1.301166,0.114430
1.314154,0.113666
1.327143,0.113730
1.339750,0.120798
1.353503,0.121690
1.366109,0.122581
1.378461,0.123409
1.391577,0.122581
1.404184,0.122135
1.417937,0.121308
1.430671,0.123600
1.443150,0.122836
1.456648,0.123027
1.469000,0.122327
1.481861,0.120926
1.494723,0.118187
1.508093,0.114621
1.520700,0.112902
1.533561,0.113284
1.546168,0.113029
1.559412,0.113666
1.572018,0.113857
1.585516,0.113602
1.598505,0.112456
1.611621,0.113029
1.623973,0.112965
1.636325,0.113921
1.649186,0.113157
1.662684,0.121371
1.675164,0.122072
1.687643,0.122645
1.701014,0.122581
1.713620,0.122454
1.726609,0.122199
1.739852,0.122709
1.752586,0.122199
1.765193,0.124110
1.778564,0.121817
1.790788,0.122390
1.803522,0.122327
1.817021,0.118760
1.829500,0.113666
1.842743,0.113857
1.855605,0.112583
1.868466,0.111883
1.881073,0.113220
1.894061,0.114494
1.907050,0.113348
1.919911,0.113539
1.932518,0.112201
1.945761,0.113857
